"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"EMPLOYÉ(E) COMMERCIAL(E) - RAYON ÉPICERIE - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Missions principales En qualité d'employé(e) commercial(e) au sein d'une équipe de 15 personnes, vous êtes rattaché(e) au Responsable de secteur, et vos missions sont les suivantes :  Réapprovisionnement quotidien de vos rayons en fonction des besoins  Vérifications liées à la qualité des produits (dont contrôle de dates) et à l'étiquetage Balisage des rayons Suivi des ruptures Accueil et renseignement des clients Entretien quotidien du poste de travail et de la réserve (nettoyage des gondoles, organisation de la réserve, suivi des stocks...) Polyvalence sur l'ensemble du secteur Réception de la marchandise et rangement de la réserve Vous communiquez quotidiennement avec votre responsable et lui remontez toutes anomalies ou suggestions utiles. Ce poste nécessite de l'autonomie et de la rigueur. Caractéristiques du poste Vos horaires sont établis en fonction de l'activité, sur la base d'un contrat à durée indéterminée de 35 heures de travail effectif par semaine (plus 1h45 de pauses rémunérées) du lundi au samedi. * Rémunération mensuelle brute : EUR * Prime conventionnelle annuelle : sous condition d'ancienneté * Primes de participation et d'intéressement * Mutuelle d'entreprise * Titres restaurants (sous condition d'ancienneté)"
"Employé(e) Commercial(le) JARDI - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein d'un complexe commercial non-alimentaire regroupant plusieurs activités telles que le Bricolage, le Jardinage, le Culturel et le Sport, vous travaillerez au sein du Concept JARDI. Avec un profil et une expérience orientés vers le secteur Jardinage, vous assurerez l'approvisionnement, la présentation et la mise en rayon des articles. Au contact de la clientèle, vous exécuterez en outre les tâches nécessaires au bon fonctionnement du rayon pour satisfaire la clientèle dans le respect des règles de sécurité sous le contrôle de votre responsable. Contrat à temps plein, du lundi au samedi, en CDI. Rémunération : Salaire fixe + primes mensuelles + prime annuelle + prime d'intéressement et participation."
"employé (é) commercial (e) rayon frais libre service - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recherchons pour notre magasin basé à Persan un(e) employé(e) commercial(e) pour notre rayon frais libre service. Sous la responsabilité de votre manager, vous assurez les missions suivantes : - assurer les approvisionnements et réceptionner les marchandises du rayon frais libre service - mettre en rayon les produits et s'assurer de la bonne tenue du rayon (rotation, facing, nettoyage) - ranger les rayons et les réserves  - gérer le stockage des marchandises - accueillir et conseiller les clients"
"Employé(e) Commercial(e) rayon Charcuterie Fromagerie Coupe H/F - H/F","21 - CHAMBEIRE","21110","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Notre magasin E.Leclerc d'Auxonne recherche un(e) Employé(e) commercial(e) pour notre rayon Charcuterie/Fromage à la coupe. Celui-ci (celle-ci) aura pour mission : - réapprovisionnement du rayon; - gestion des températures; - suivi de la traçabilité; - rotation des produits; - retrait des produits en date; - réception commandes; - rangements des frigos; - gestion des stocks; - accueil et service des clients. Temps complet 35h00. Du Lundi au Samedi. Amplitude horaires : 06h00 - 19h40 (20h10 le vendredi) roulement sur 3 semaines. Poste à pourvoir au plus vite. Débutant accepté, une première expérience sur un poste similaire serait un plus    "
"Employé(e) commercial(e) polyvalent - H/F","95 - GENAINVILLE","95420","D1409","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein du magasin et sous la responsabilité du responsable,  Vous êtes le garant de l'aspect marchand du rayon, ainsi vous êtes en charge de l'approvisionner en transportant les produits à l'aide de matériel adapté. Vous devez installer les marchandises en linéaires en respectant leur implantation Vous serez également amener chaque jour à contrôler l'état et les dates limites de consommation des produits périssables afin d'assurer la rotation des stocks ainsi que le balisage de votre rayon Poste à pourvoir en CDI (fixe + part/int liés aux performances du magasin). Travail en équipe soit le matin soit l'après midi, soit la nuit (17h-00h)."
"Employé(e) Commercial(e) - Fruits et Légumes H/F - H/F","67 - OBERNAI","67210","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Garantir l'attractivité de son rayon : respecter les implantations, garantir la qualité, être vigilant à la rotation des produits ainsi que la gestion des stocks. Aider et conseiller le client face à toutes demandes Mise en place du rayon : remplissage, facing, contrôle des dates, étiquetage des produits et rangement. Vous pouvez être amené à porter des charges lourdes. Effectuer les contrôles concernant les règles d'hygiène et de sécurité Effectuer l'inventaire du rayon (mensuel)."
"Employé(e) Commercial(e) - H/F","52 - OCCEY","52190","E1113","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","ACTIVITÉS PRINCIPALES DE L'EMPLOI  Procéder à la mise en rayon / Vérifier les rayons : Réceptionner les produits et les ranger en réserve : Préparer les dons aux associations et la casse (relever sur PTC). Gérer les stocks et les ruptures. Gérer les infos SIRA sous le contrôle du responsable qualité et d'un responsable SIRA. Renseigner la clientèle : Conseils, Aides ... Appliquer les règles d'hygiène et de nettoyage"
"Employé(e) commercial(e) en alternance - H/F","29 - ST RENAN","29290","K2111","N/A","N/A","LIB","N/A","N/A","Débutant accepté","N/A","N/A","N/A","En tant qu'apprenti(e) Employé(e) Commercial(e) au rayon libre-service non-alimentaire, vous serez un acteur essentiel dans la réalisation des objectifs commerciaux de notre centre. Vous travaillerez en étroite collaboration avec le responsable du rayon pour garantir la satisfaction de nos clients. Vos responsabilités comprendront : Avantages :"
"Employé(e) commercial(e) DPH - H/F","44 - ORVAULT","44700","D1409","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Xavier, notre responsable PGC-PFLS*, est à la recherche d'un nouveau talent pour intégrer l'équipe DPH à partir de fin d'année . Missions principales : Réception et mise en rayon : Vérifier les stocks et assurer leur approvisionnement régulier en rayons. Disposer les produits en rayon de manière attrayante et organisée, selon les directives de merchandising. Gestion des stocks : Surveiller les niveaux de stock et signaler les besoins de réapprovisionnement. Participer aux inventaires périodiques. Conseil et service client : Accueillir, informer et conseiller les clients. Répondre aux questions des clients et les orienter vers les produits adaptés à leurs besoins. Entretien et propreté : Maintenir les rayons propres et bien rangés. Assurer la propreté et la sécurité de la zone de travail. Prise de poste fin décembre, en CDI, à h/semaine ! Horaires de travail 5 jours sur 7PGC : Produits de Grande Consommation - PFLS : Produits Frais Libre-Service"
"Employé(e) commercial épicerie - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Notre magasin recherche un(e) employé(e) commercial rayon épicerie. Aux côtés de votre Responsable de rayon, vous participerez aux principales missions du service : Mise en rayon: Remplir les rayons, têtes de gondoles en réalisant des rotations en fonction des dates limites de consommation Relation clients : renseigner et conseiller le client, Gestion des stocks et des commandes : passer et vérifier des commandes, participer aux inventaires, En fonction des besoins du rayon, vous pourrez être amené à réaliser d'autres missions."
"EMPLOYE(E) COMMERCIAL(E) EPICERIE/LIQUIDE H/F - H/F","France","N/A","D1502","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Dans le cadre du remplacement d' un collaborateur souhaitant une nouvelle orientation professionnelle, nous sommes à la recherche d'un(e) nouveau collègue. Vous intégrez une équipe dynamique de 10 professionnel(le)s, avec lesquel(le)s vous partagerez les missions suivantes:"
"Assistant(e) commercial(e) (H/F)","89 - JULLY","89160","D1401","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Rattaché(e) à la Direction commerciale, nous recherchons un(e) Assistant(e) commercial(e) pour renforcer l'équipe de 2 assistantes commerciales et des commerciaux. A votre arrivée, nous vous formerons à nos outils (SAP) et process &amp; à nos produits pour une prise de poste réussie ! Votre mission sera notamment d'assurer la gestion administrative du processus commercial et être le support des commerciaux :Gérer les offres : informer les commerciaux (demande de devis, appel d'offres nationaux et internationaux), rédiger les offres en respectant le cahier des charges, envoyer les offres, réaliser les demandes de prix de transport, la consultation COFACEGérer les commandes : vérifier l'adéquation entre l'offre et la commande, enregistrer la commande dans l'ERP avec émission de l'accusé de réception, résoudre avec l'aide des commerciaux les litiges en cas de problème de livraison ou de paiementVous travaillez en étroite collaboration avec les commerciaux, les services comptabilité, production, pièces de rechange et à l'externe avec les transporteurs, les clients, les agents et les organismes extérieurs (CCI, bureau des douanes...).Les conditions :Type de contrat : CDI à temps plein (35 heures) - possibilité de réaliser des heures supplémentaires en fonction de la chargePackage attractif : rémunération fixe, intéressement et participation (2 à 3 mois de salaire), mutuelle familiale / prévoyance, participation au frais kmDébut du contrat : dès que possibleLieu : Brienon sur Armançon"
"EMPLOYE(E) COMMERCIAL(E) DRIVE - H/F","66 - PERPIGNAN","66000","D1509","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Le centre E. LECLERC Perpignan Polygone  m2 recherche un/une employé(e) commercial(e) Drive, préparation des commandes, service aux clients.  Ce poste est à pourvoir immédiatement. "
"EMPLOYE(E) COMMERCIAL(E) - Fruits & Légumes H/F - H/F","33 - LA TESTE DE BUCH","33115","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous souhaitez intégrer une entreprise qui développe les compétences professionnelles de ses collaborateurs et qui développe également un esprit commercial dynamique. Aux côtés du Manager de rayon, vos principales missions seront les suivantes :"
"EMPLOYÉ(E) COMMERCIAL(E) - Rayon Frais/Surgelés H/F - H/F","France","N/A","E1113","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous souhaitez intégrer une entreprise qui développe les compétences professionnelles de ses collaborateurs et qui développe également un esprit commercial dynamique. Aux côtés du Manager de rayon, vos principales missions seront les suivantes : Types de primes et de gratifications :"
"Employé(e) Commercial(e) - Concept Art de la table - H/F","29 - PLOMELIN","29700","D1403","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Le concept art de la table du Leclerc de Fouesnant recrute ! Vous serez sous la supervision de la Responsable du concept Arts de la Table Arts Ménagers, vous exécutez les tâches nécessaires au bon fonctionnement du rayon pour satisfaire la clientèle dans le respect des règles d'hygiène et de sécurité du magasin. MISSIONS PRINCIPALES : TENUE DE RAYON : Remplir les rayons vaisselle, accessoires de ménage et de décoration dans le respect des règles de merchandising (balisage, facing, lisibilité de l'information, étiquetageParticiper à la dynamique commerciale du rayon ; Effectuer un inventaire des marchandises ou matériels ; Veiller à la propreté, au rangement des rayons et de la réserve dans le respect des règles d'hygiène et de sécurité. GESTION DES STOCKS : Réceptionner et vérifier la conformité des marchandises livrées ; Réapprovisionner la marchandise en rayon ; RELATION CLIENT : Conseiller la clientèle, être à l'écoute et disponible ;"
"Employé(e) commercial(e) Balme de Sillingy CDI - H/F","95 - GENAINVILLE","95420","M1704","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein du Leclerc EXPRESS de la Balme-de-Sillingy et sous la responsabilité du responsable,  Vous êtes le garant de l'aspect marchand du rayon, ainsi vous êtes en charge de l'approvisionner en transportant les produits à l'aide de matériel adapté. Vous devez installer les marchandises en linéaires en respectant leur implantation Vous serez également amener chaque jour à contrôler l'état et les dates limites de consommation des produits périssables afin d'assurer la rotation des stocks ainsi que le balisage de votre rayon Poste à pourvoir en CDI (fixe + part/int liés aux performances du magasin). Travail en équipe soit le matin soit l'après midi."
"EMPLOYE(E) COMMERCIAL(E) CONFIRME(E) - H/F","France","N/A","E1113","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous participez au développement du chiffre d'affaires par la maîtrise de l'approvisionnement et de la bonne tenue de votre rayon (connaissance des produits, commande, réception contrôle, remplissage, gestion des stocks, balisage, propreté, informations). Auprès de votre Responsable de Rayon, vous contribuez à la réalisation des objectifs commerciaux (structure de gamme, assortiment, prix...). Rigoureux en matière de traçabilité, d'hygiène et de qualité, vous êtes vigilant sur la qualité du service rendu à notre clientèle.   "
"Employé(e) Commercial(le) BRICO / Plomberie - H/F","France","N/A","D1212","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein d'un complexe commercial non-alimentaire regroupant plusieurs activités telles que le Bricolage, le Jardinage, le Culturel et le Sport, vous travaillerez au sein du Concept Bricolage. Avec un profil et une expérience orientés vers le secteur Plomberie/Sanitaire, vous assurerez l'approvisionnement, la présentation et la mise en rayon des articles. Au contact de la clientèle, vous exécuterez en outre les tâches nécessaires au bon fonctionnement du rayon pour satisfaire la clientèle dans le respect des règles de sécurité sous le contrôle de votre responsable. Le magasin est ouvert du Lundi au Samedi de 8h30 à 20h.   Poste à temps plein, du lundi au samedi (horaires variables), en CDI.  Rémunération : salaire fixe + primes mensuelles + participation + intéressement + prime annuelle  "
"EMPLOYE(E) COMMERCIAL(E) - H/F","24 - SARLAT LA CANEDA","24200","E1113","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous assurez la présentation générale du rayon (mise en rayon des marchandises, rotations selon les dates limites de consommation) dans le respect des règles de merchandising (information produits, étiquettes prix, balisage publicitaire, suivi des ruptures, etc.), d'hygiène et de sécurité. Vous contribuez à la bonne gestion du rayon par le contrôle rigoureux des stocks, le rangement de la réserve, la préparation des états de commandes et l'approvisionnement et remontez toute anomalie à votre responsable (produits, prix, qualité). Garant de la bonne image du magasin, vous accueillez et renseignez le client ou l'orientez vers le bon interlocuteur. Vous participez à la parfaite présentation (remplissage, propretet  contribuez au développement du chiffre d'affaires du rayon."
"EMPLOYÉ(E) COMMERCIAL(E) PRODUITS FRAIS LS - H/F","66 - PERPIGNAN","66000","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Sous le contrôle de votre responsable de rayon : Vous approvisionnez votre rayon en veillant à respecter les implantations. Vous assurez les rotations des produits pour éviter les ruptures. Vous veillez au rangement des stocks et de la réserve. Vous veillez au respect des règles d'hygiène et de sécurité. Vous renseignez les clients.  "
"Employé(e) Commercial(e) Monde du Sol - CDI Temps Plein (BRICO E.Leclerc) - H/F","33 - ST MEDARD EN JALLES","33160","D1409","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Acteur(trice) de la réussite du projet de vos clients, vous conseillez et orientez les clients sur les produits et services adaptés.  Vous êtes garant(e) de la bonne présentation du rayon et vous participez au quotidien à l'amélioration et à l'animation de l'espace de vente de manière autonome."
"Employé(e) commercial(e) Drive - H/F","65 - SERE EN LAVEDAN","65400","D1509","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous avez en charge la préparation des commandes de nos clients « Internet », la mise en sacs et la livraison à la borne drive. Après une période de formation, et sous le contrôle de votre responsable de drive, vous effectuez les opérations de préparation de commandes, d'acheminement sur la zone de livraison jusqu'au chargement dans le véhicule du client, dans le respect de la charte relation-client établie par le magasin.   Vous êtes en charge du réapprovisionnement des racks. Vous assurez la réception des produits et le contrôle des quantités livrées. Vous procédez au rangement des produits et êtes soucieux de l'état des stocks et participez aux différents inventaires.  Vous respectez les règles de sécurité alimentaire et en assurez un bon suivi.  Le poste est à pourvoir à temps plein ou à temps partiel (20h ou 24h hebdomadaire)."
"Employé(e) Commercial(e) - Rayon épicerie - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous êtes prêt(e) à rejoindre un entreprise dynamique, familiale et à taille humaine ? Voici les missions qui vous seront confiées : Sous la responsabilité de votre manager de rayon, vous participez au développement du rayon épicerie : Vous assurez l'approvisionnement des rayons épicerie (gâteaux, café, bonbons, conserves, pâtes...) et la tenue des rayons Vous réalisez le facing, le balisage, l'étiquetage et assurez le suivi des ruptures en appliquant les règles et et les consignes Vous maintenez en état de propreté et d'hygiène, votre environnement de travail ainsi que les réserves. Vous transmettez de façon claire les informations relatives aux non conformités constatées dans le rayon et/ou la caisse Vous établissez une communication positive avec les membres de l'équipe Vous accueillez et renseignez les clients.   Poste à pourvoir en CDI à temps plein. Salaire : ,89EUR brut Temps de travail : 36h45/semaine - vous travaillez soit du matin soit de l'après-midi, avec 2 jours de travail en coupure dans la semaine. Repos le dimanche. Avantages : Prime annuelle Prime d'intéressement et de participation Mutuelle d'entreprise Evènements d'entreprise  "
"Employé(e) Commercial(e) Magasin - H/F","62 - CHERISY","62128","D1409","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","L'employé commercial libre-service contribue à la satisfaction des clients par un service conforme à la politique du magasin. Il met en rayon les marchandises en respectant les consignes d'implantation et de présentation. Il s'assure de la bonne tenue de son rayon (propreté, remplissage, balisage). Il peut être également amené à renseigner et conseiller les clients.   Concrètement, vos principales missions, au sein du rayon PGC, sont les suivantes : Réceptionner les produits et en vérifier la conformité Disposer les produits sur le lieu de vente et définir les besoins en approvisionnement Contrôler l'état de conservation des produits périssables Réaliser et contrôler le balisage et l'étiquetage des produits en rayon Suivre l'état des stocks et préparer les commandes Renseigner et accueillir les clients avec le sourire Entretenir l'espace de vente Le poste implique le port de charges lourdes de manière régulière. Horaires : 36h45 par semaine dont 1h45 de pause rémunérée Horaires: poste du matin - Prise de poste à 4h45 Ouverture du magasin du lundi au samedi de 9h à 20h   Pourquoi nous rejoindre? Salaire : 1  EUR bruts / mois 13ème mois (après une année civile de présence) Prime de participation et d'intéressement aux résultats de l'entreprise Environnement de travail convivial et bienveillant Les avantages proposés proposés par le CSE Nous avons à coeur de faire évoluer et grandir nos collaborateurs"
"EMPLOYE(E) COMMERCIAL(E) au DRIVE (H/F) - H/F","France","N/A","D1509","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","En phase de développement, nous recrutons aujourd'hui un(e) employé(e) commercial(e). Vous avez en charge la préparation des commandes de nos clients « Internet », la mise en sacs et la livraison à la borne drive. Sous le contrôle de votre responsable, vous assurez la réception des produits et le contrôle des quantités livrées. Vous procédez au rangement des produits et êtes soucieux de l'état des stocks. Vous respectez les règles de sécurité alimentaire et en assurez un bon suivi."
"Employé(e) commercial(e) secteur alimentaire en alternance - H/F","29 - ST RENAN","29290","H2506","N/A","N/A","LIB","N/A","N/A","Débutant accepté","N/A","N/A","N/A","En tant qu'apprenti(e) Employé(e) Commercial(e) au rayon libre-service secteur alimentaire, vous serez un acteur essentiel dans la réalisation des objectifs commerciaux de notre centre. Vous travaillerez en étroite collaboration avec le responsable du rayon pour garantir la satisfaction de nos clients. Vos responsabilités comprendront : Avantages :"
"EMPLOYE(E) COMMERCIAL RAYON BAZAR (H/F) - H/F","95 - GENAINVILLE","95420","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recherchons pour le rayon bazar saisonnier et le rayon permanent vaisselle cadeaux papeterie .L'employé(e) commercial libre service du rayon bazar contribue à la satisfaction des clients par un service conforme à la politique du magasin. Il met en rayon les marchandises en respectant les consignes d'implantation et de présentation. Il s'assure de la bonne tenue de son rayon (propreté, remplissage, balisage). Il peut être également amené à renseigner et conseiller les clients. MISSIONS PRINCIPALES : Commercial : mise en rayon des produits, remplissage, balisage, accueil et renseignement du client. Gestion : contrôle de l'état des stocks, inventaires, préparation des commandes, rangement et nettoyage"
"Employé(e) Commercial(le) BRICO / Déco Peinture - H/F","France","N/A","F1206","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein d'un complexe commercial non-alimentaire regroupant plusieurs activités telles que le Bricolage, le Jardinage, le Culturel et le Sport, vous travaillerez au sein du Concept Bricolage. Avec un profil et une expérience orientés vers le secteur Décoration/Peinture, vous assurerez l'approvisionnement, la présentation et la mise en rayon des articles. Au contact de la clientèle, vous exécuterez en outre les tâches nécessaires au bon fonctionnement du rayon pour satisfaire la clientèle dans le respect des règles de sécurité sous le contrôle de votre responsable. Poste à temps plein, du lundi au samedi (horaires variables), en CDI. Rémunération salaire fixe + primes mensuelles + participation + intéressement + prime annuelle"
"EMPLOYE(E) COMMERCIAL(E) MAGASIN OU DRIVE - H/F","France","N/A","D1509","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous contribuez à la réalisation des objectifs commerciaux (structure de gamme, assortiment, prix...). Vous participez au développement du chiffre d'affaires par la maîtrise de l'approvisionnement et de la bonne tenue de votre rayon (connaissance des produits, commande, réception contrôle, remplissage, gestion des stocks, balisage, propreté, informations). Auprès de votre Responsable de Rayon, vous démontrez de la rigueur en matière de traçabilité, d'hygiène et de qualité, et que vous êtes vigilant(e) sur la qualité du service rendu à notre clientèle. 1 jour de repos hebdomadaire en plus du dimancheMagasin fermé les dimanches et jours fériés"
"Employé(e) commercial(e) /vendeur/vendeuse rayon poissonnerie H/F - H/F","77 - PROVINS","77160","D1106","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous travaillerez sous la responsabilité du Chef du rayon Poissonnerie. Vos missions principales : - réceptionner les poissons, coquillages, crustacés - Découper et préparer les poissons et les produits de la mer - Prise en charge de la mise en place de l'étal de vente de manière attrayante en variant les espèces selon leurs couleurs et formes - Conseiller et fidéliser la clientèle - Garantir la qualité et la sécurité alimentaire"
"Employé(e) Commercial(e) - Rayon Liquides - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous êtes prêt(e) à rejoindre une entreprise dynamique, familiale et à taille humaine ? Voici les missions qui vous seront confiées : Sous la responsabilité de votre manager de rayon, vous participez au développement du rayon liquides. Vous assurez l'approvisionnement des rayons liquides (eaux, jus...) et la tenue des rayons Vous réalisez le facing, le balisage, l'étiquetage et assurez le suivi des ruptures en appliquant les règles et et les consignes Vous maintenez en état de propreté et d'hygiène, votre environnement de travail ainsi que les réserves. Vous transmettez de façon claire les informations relatives aux non conformités constatées dans le rayon et/ou la caisse Vous établissez une communication positive avec les membres de l'équipe Vous accueillez et renseignez les clients. Poste à pourvoir en CDI à temps plein. Salaire : ,85EUR brut Temps de travail : 36h45/semaine - horaire d'après-midi. Travail du lundi au samedi. Repos le dimanche. Avantages : Prime annuelle Prime d'intéressement et de participation Mutuelle d'entreprise Evènements d'entreprise"
"EMPLOYE(E) COMMERCIAL(E) TOURS CENTRE LES HALLES - H/F","37 - ST OUEN LES VIGNES","37530","K1802","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Avec Leclerc, goûtez à la vie de quartier !  Nouveau concept E.Leclerc au devenir d'une enseigne de proximité urbaine pour des courses efficaces dans un cadre convivial et moderne au coeur de la ville. Employé commercial caisse H/F  Grâce à vous, nos rayons sont toujours propres, bien remplis et les clients du magasin finissent leurs courses sur un sourire. En matière d'encaissement, il n'y a pas plus serviable, rigoureux et rapide que vous, même en période de forte affluence. Votre mission : Accueillir et conseiller les clients Développer les ventes Remplir et réapprovisionner les rayons tout au long de la journée Réaliser les contrôles d'hygiène Enregistrer les articles, encaisser les ventes et contrôler les moyens de paiement Promouvoir les programmes de fidélité Vérifier les prix en surface de vente Type d'emploi : Temps plein. CDI TEMPS PLEIN SALAIRE BRUT EUR sur 36h75 de travail hebdomadaire. 13eme mois et environ 1 à 2 mois de prime par an   La liste de vos missions est non exhaustive."
"Employé(e) Commercial(e) Fruits et Légumes - H/F","44 - ORVAULT","44700","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Victor, notre Responsable Fruits et Légumes, est à la recherche d'un nouveau collaborateur h/f pour intégrer son équipe début janvier.   Vos missions sont les suivantes : Mise en rayon des produits et facing, Conseiller notre clientèle, Suivre les étiquettes prix, Théâtraliser le rayon, Maintenir une réserve propre et ordonnée Les horaires :  5h à 12h Repos tournants  Poste à pourvoir en CDI sur la base de 35h/semaine à partir de début . Horaires de travail sur 5 jours sur 7 ! "
"Employé(e) Commercial(e) H/F RAYON FRAIS TRAD - H/F - H/F","France","N/A","D1107","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Sous le contrôle de votre responsable, vous assurez la présentation générale de votre rayon dans le respect des règles de merchandising (mise en rayon, lisibilité de l'information, etc...). Ainsi vous avez la charge : D'accueillir, conseiller et renseigner les clients sur les choix des produits, la cuisson, les accompagnements, les recettes De rendre le rayon attractif pour développer la dynamique commerciale De participer au développement du chiffre d'affaires du rayon par votre maîtrise des techniques de vente D'installer et ranger le rayon en début et fin de journée De veiller au respect des procédures de traçabilité, de nettoyage et de désinfection de votre environnement de travail."
"Employé(e) commercial(e) de rayon - H/F","95 - GENAINVILLE","95420","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","De formation Bac à Bac + 2, vous assurez l'approvisionnement et la bonne tenue de vos rayons, optimisez leur organisation et approvisionnement afin de les rendre attractifs aux yeux des clients :  Produits permanents et produits saisonniers (connaissance des produits, commande, réception/contrôle, remplissage, mise en place d'opérations commerciales, gestion des stocks, balisage, propreté, informationsVous êtes rigoureux(se), motivé(e) et faites preuve d'initiative. Travailler avec nous, c'est aussi l'assurance d'ouvrir des portes à votre carrière professionnelle, grâce à notre programme de formation interne et à la mise en place de plans de carrière pour nos collaborateurs les plus investis Rejoignez-nous en postulant via ce portail recrutement ! "
"EMPLOYE-E COMMERCIAL-E rayon FRAIS LS - H/F","95 - GENAINVILLE","95420","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous somme à la recherche d'un  Employé Commercial  H/F en temps plein pour compléter notre équipe rayon Frais Libre Service.   Personne de terrain, vous réalisez l'approvisionnement et la présentation générale de votre rayon selon les règles de merchandisingTenir les rayons : Assurer le remplissage des rayons avec la priorité aux ruptures ; S'assurer de la conformité du balisage ; Effectuer la rotation des produits en fonction des dates ; Participer à la dynamique commerciale du rayon, Effectuer le facing ; Assurer la propreté des rayons ; Veiller au respect des règles d'hygiène et de sécuritRéaliser les opérations de contrôles en magasin : Prix, Date limite de ConsommationGérer les stocks : Tenir la réserve rangée et propre ; S'assurer de la fiabilité des stocksRelation client : Renseigner le client ; Conseiller la clientèle ; Fidéliser la clientèle ; Etre disponible et à l'écoute   Poste : Temps plein, h/hebdomadaire"
"employé (é) commercial (e) rayon epicerie - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recherchons pour notre magasin basé à L'Isle Adam un(e) employé(e) commercial(e) pour notre rayon EPICERIE Sous la responsabilité de votre manager, vous assurez les missions suivantes : - assurer les approvisionnements et réceptionner les marchandises du rayon EPICERIE - mettre en rayon les produits et s'assurer de la bonne tenue du rayon (rotation, facing, nettoyage) - ranger les rayons et les réserves  - gérer le stockage des marchandises - accueillir et conseiller les clients"
"Employé(e) Commercial Rayon Alimentaire H/F - H/F","France","N/A","D1507","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Le Centre  E.Leclerc du Châtelet-en-Brie, reconnu pour sa rigueur, la valorisation de son offre commerciale, locale et accessibles à tous, poursuit son engagement de qualité de service envers ses clients et renforce son équipe en recrutant un Employé Commercial (H/F) en CDI à Temps Complet (36h75). Toute candidature incomplète (CV + Lettre de motivation + disponibilité) ne pourra être retenue. Engagé dans les missions de notre enseigne, vous vous animerez au quotidien vers la qualité de service envers notre clientèle. Autonome et responsable, vous avez un esprit d'équipe, vous êtes le véritable Gestionnaire de votre rayon : Vos avantages : Prime conventionnelle annuelle Prime d'assiduité semestrielle (évaluée sur vos objectifs et missions réalisés) Prime de participation et d'intéressement Heures de pause rémunérées, heures supplémentaires possibles et rémunérées, formations possibles Mutuelle à tarif avantageux, Soutien et Accompagnement social au besoin (Prévention des Risques Psycho-sociaux, Amélioration de la Qualité de Vie au Travail) Possibilité d'évolution du salaire."
