"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Secrétaire juridique (H/F)","69 - LYON 05","69005","M1612","N/A","N/A","CDI","Annuel de 25000,00 Euros à 35000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : L'agence Domino STAFF Lyon est à la recherche d'un Secrétaire Juridique (H/F) pour intégrer un cabinet d'avocats reconnu, situé à Lyon. Ce poste constitue une excellente opportunité de faire partie d'une équipe dynamique et professionnelle, où vous aurez l'occasion de développer vos compétences dans un environnement juridique stimulant. La rémunération est selon le profil. Vos principales missions incluront : - La gestion et le suivi des dossiers juridiques en collaboration avec les avocats ; - La rédaction de courriers, contrats et actes juridiques ; - L'organisation des rendez-vous et des réunions, ainsi que la préparation des agendas des avocats ; - La prise en charge de la gestion documentaire, y compris le classement et l'archivage des dossiers ; - La communication avec les clients, les tribunaux et d'autres services externes ; - La participation à la gestion des calendriers de contentieux afin de respecter les délais importants ; - La recherche d'informations juridiques et la mise à jour des bases de données juridiques. Description du profil : Pour réussir dans ce poste, vous justifiez d'une formation en secrétariat juridique ou d'une expérience significative dans un cabinet d'avocat. Vous maîtrisez les termes juridiques et êtes à l'aise avec les outils bureautiques. Votre sens de l'organisation, votre rigueur et votre capacité à gérer les priorités sont essentiels pour contribuer efficacement à la bonne marche du cabinet. De plus, un bon relationnel et un esprit d'équipe sont des qualités très appréciées pour interagir avec les avocats et les clients."
"Assistant / Assistante de service juridique (H/F)","26 - VALENCE","26000","M1612","78","78.20Z","MIS","Mensuel de 1764,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Êtes-vous prêt(e) à rejoindre un cabinet d'avocats pour un rôle dynamique d'Assistant(e) juridique ? Rejoignez un cabinet d'avocats dynamique pour assurer un soutien administratif essentiel et efficace. - Rédaction de courriers sous dictée vocale et mise en forme de documents divers - Gestion proactive des e-mails entrants et envoi de ceux validés par les avocats - Accueil téléphonique, gestion des agendas et organisation de rendez-vous - Administration autonome des outils informatiques, notamment RPVA et OPALEX Pour un remplacement d'une secrétaire juridique en maladie avec une prise de poste immédiate Description du profil : Formation et expérience Nous recherchons un(e) assistant(e) juridique expérimenté(e), capable de gérer efficacement des tâches administratives dans un cabinet d'avocats. - Maîtrise avérée des outils informatiques, y compris RPVA et OPALEX - Expérience confirmée de 3 à 5 ans en cabinet d'avocats - Compétence en rédaction de courriers et mise en forme de documents divers - Excellente gestion des mails entrants et sortants, validés par les avocats - Capacité à gérer l'accueil téléphonique et l'organisation d'agendas - Formation en secrétariat juridique ou équivalent exigée Ce que nous offrons : * Contrat : Intérim***Date de démarrage du contrat : Dès que possible***Salaire : selon profil***Mission en Temps plein : 35h/semaine Candidatez maintenant et nous vous recontacterons le plus rapidement possible !"
"Assistant / Assistante de service juridique (H/F)","75 - PARIS 09","75009","M1612","N/A","N/A","CDI","Annuel de 40000,00 Euros à 45000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Rattaché(e) au Responsable juridique corporate Groupe et en support aux professionnels du droit de l'équipe, vous gérerez le secrétariat juridique et interviendrez dans la préparation des dossiers juridiques, et la mise en œuvre des formalités administratives et procédures juridiques. Vous serez garant(e) de la conformité des informations corporate concernant les entités du Groupe. Vos principales activités seront : Secrétariat juridique des filiales du Groupe Support légal aux appels d'offre et aux opérations de restructuration Tâches administratives et reporting Support global à l'équipe juridique du Groupe Ce poste en CDI est à pourvoir rapidement à Paris 3e, salaire selon profil entre 38 et 45k€ Description du profil : Titulaire d'un BTS ou DUT en secrétariat juridique, carrières juridiques, gestion des PME ou Licence professionnelle en droit, idéalement avec une spécialisation en droit des sociétés Vous disposez de 4 ans d'expérience minimum sur un poste similaire au sein d'un cabinet d'avocat ou d'une entreprise à dimension internationale ayant plusieurs filiales. Maitrise de l'anglais et du français Maitrise du Pack Office (Word, Excel, Power point) et des logiciels légaux Capacité rédactionnelle, organisationnelle, gestion des priorités Capacité à travailler en équipe, avec des interlocuteurs variés dans un environnement multiculturel Capacité à comprendre et répondre aux besoins de ses interlocuteurs Excellente communication"
"Assistant / Assistante de service juridique (H/F)","38 - GRENOBLE","38000","M1612","N/A","N/A","CDI","Annuel de 23400,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Au sein du Greffe du Tribunal de Commerce, vous intervenez dans le contrôle et le traitement des formalités déposées par les entreprises: immatriculations, modifications, radiations et dépôts d'actes. Vous prenez en charge la gestion et le suivi des dossiers incluant la saisie informatique, la rédaction et l'envois de courriers, la facturation, numérisation et le classement des dossiers. Description du profil : De formation Bac+2 dans le juridique, vous justifiez d'une expérience de 2 années minimum et des connaissances en droit des entreprises seraient appréciées. Votre sens de l'organisation, rigueur, et sens du travail en équipe seront essentiels pour la réussite de ce poste."
"Responsable juridique (H/F)","88 - CORNIMONT","88310","K1903","N/A","N/A","CDI","Annuel de 40000,00 Euros à 50000,00 Euros","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Description du poste : Dans le cadre d'une recherche confidentielle, nous recherchons un Responsable Juridique en Droit Immobilier H/F CDI / Poste confidentiel basé à Thann 68800 Notre client dispose d'un parc immobilier particulièrement important, propose des environnements innovants et une stratégie immobilière optimisée pour accompagner son développement. Vos missions Gestion des Baux et Suivi Contractuel :***Rédiger, négocier et gérer les baux commerciaux (nouveaux contrats, renouvellements, avenants). * Optimiser les conditions financières et juridiques des baux en cours. Prévention et Gestion des Litiges :***Anticiper et prévenir les risques de litige. * Superviser les contentieux en lien avec nos partenaires (avocats, notaires). Développement Stratégique :***Participer au montage des dossiers pour le Comité de Direction. * Contribuer à la prospection de nouvelles opportunités en partenariat avec promoteurs et commercialisateurs. * Analyser notre parc immobilier pour identifier des opportunités de redéploiement ou d'optimisation de surface. Profil recherché Compétences :***Expertise juridique : Maîtrise des baux commerciaux, droit immobilier et urbanisme. * Capacité d'analyse et négociation : Aisance relationnelle et talent pour négocier avec des interlocuteurs variés (bailleurs institutionnels, avocats, notaires, architectes). * Gestion de projets multiples : Rigueur, organisation et capacité à travailler en parallèle sur plusieurs projets. Parcours et qualifications :***Master 2 minimum en Droit Immobilier ou Droit des Affaires. * Expérience en cabinet d'avocats ou en entreprise appréciée. * Esprit méticuleux, pragmatique et orienté résultat. Ce que nous offrons En rejoignant l'équipe de notre client, vous intégrez un groupe en pleine transformation où vous jouez un rôle clé dans le développement immobilier et la négociation stratégique des baux commerciaux. Vous contribuez activement à la performance des sites de notre client et assurez un cadre contractuel solide, essentiel à sa croissance. Pourquoi nous rejoindre ? En tant que Responsable Juridique en Droit Immobilier, vous aurez un rôle passionnant, serez accompagné dans votre montée en compétences et dans votre plan de carrière. De plus vous travaillerez sur des sujets techniques très intéressants qui vous permettront de mettre en avant votre ingéniosité. Description du profil : Dans le cadre d'une recherche confidentielle, nous recherchons un Responsable Juridique en Droit Immobilier H/F CDI / Poste confidentiel basé à Thann 68800 Notre client dispose d'un parc immobilier particulièrement important, propose des environnements innovants et une stratégie immobilière optimisée pour accompagner son développement. Vos missions Gestion des Baux et Suivi Contractuel :***Rédiger, négocier et gérer les baux commerciaux (nouveaux contrats, renouvellements, avenants). * Optimiser les conditions financières et juridiques des baux en cours. Prévention et Gestion des Litiges :***Anticiper et prévenir les risques de litige. * Superviser les contentieux en lien avec nos partenaires (avocats, notaires). Développement Stratégique :***Participer au montage des dossiers pour le Comité de Direction. * Contribuer à la prospection de nouvelles opportunités en partenariat avec promoteurs et commercialisateurs. * Analyser notre parc immobilier pour identifier des opportunités de redéploiement ou d'optimisation de surface. Profil recherché Compétences :***Expertise juridique : Maîtrise des baux commerciaux, droit immobilier et urbanisme. * Capacité d'analyse et négociation : Aisance relationnelle et talent pour négocier avec des interlocuteurs variés (bailleurs institutionnels, avocats, notaires, architectes). * Gestion de projets multiples : Rigueur, organisation et capacité à travailler en parallèle sur plusieurs projets. Parcours et qualifications :***Master 2 minimum en Droit Immobilier ou Droit des Affaires. * Expérience en cabinet d'avocats ou en entreprise appréciée. * Esprit méticuleux, pragmatique et orienté résultat. Ce que nous offrons En rejoignant l'équipe de notre client, vous intégrez un groupe en pleine transformation où vous jouez un rôle clé dans le développement immobilier et la négociation stratégique des baux commerciaux. Vous contribuez activement à la performance des sites de notre client et assurez un cadre contractuel solide, essentiel à sa croissance. Pourquoi nous rejoindre ? En tant que Responsable Juridique en Droit Immobilier, vous aurez un rôle passionnant, serez accompagné dans votre montée en compétences et dans votre plan de carrière. De plus vous travaillerez sur des sujets techniques très intéressants qui"
"Assistant / Assistante de service juridique (H/F)","75 - PARIS 09","75009","M1612","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Missions principales : -Accueil physique et téléphonique des clients -Gestion des mails et courriers -Gestion des agendas et des déplacements -Organisation des réunions -Commande des plateaux-repas et petits-déjeuners -Mise en page, classement et archivage -Mark-up -Ouverture et suivi de dossiers de plaidoirie -Gestion RPVA -Suivi des appels d'offres -Gestion et suivi des abonnements en ligne -Commandes des ouvrages -Suivi Budget Description du profil : Profil recherché : -Minimum 5 années d'expérience en tant qu'assistant juridique en cabinet d'avocats -Excellente maîtrise des outils bureautiques -Aisance rédactionnelle, excellent niveau d'orthographe -Anglais courant"
"Assistant / Assistante de service juridique (H/F)","75 - PARIS 09","75009","M1612","78","78.20Z","MIS","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : La gestion des agendas et des déplacements ; L'organisation des voyages d'affaires, des rendez-vous et des déjeuners clients ; Gestion du calendrier de procédures Ouverture et suivi des dossiers de plaidoirie La préparation et le suivi de la facturation et du recouvrement ; Mise en forme de documents ; La saisie des heures de travail des avocats ; La gestion du courrier, du classement physique et électronique, l'archivage et l'impression de documents. Description du profil : Profil recherché : - Minimum 3 années d'expérience en cabinet d'avocats international ou dans un environnement similaire. - Anglais courant voire bilingue pour une utilisation quotidienne. - Excellente maîtrise du pack office - Rigueur, organisation, esprit d'équipe"
"Responsable de service juridique (H/F)","75 - PARIS 09","75009","K1903","78","78.20Z","MIS","Annuel de 55000,00 Euros à 60000,00 Euros","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Description du poste : Quels défis stratégiques relèverez-vous en tant que Chargé d'Affaires Protection Sociale (F/H) ? Nous recherchons un professionnel capable de dynamiser et structurer l'activité commerciale dans le secteur des assurances pour entreprises. - Collaborer étroitement avec les équipes commerciales pour développer et promouvoir les offres d'assurance Protection sociale Entreprise - Animer et former le réseau sur les produits d'assurance en fournissant une expertise approfondie et en guidant la stratégie commerciale jusqu'à la conclusion des ventes - Effectuer des visites régulières dans les agences et chez les clients pour identifier de nouvelles opportunités et renforcer la mobilisation des équipes commerciales Pour ce poste, vous profitez de : - Contrat: Intérim - Durée: 11/mois (avec un premier contrat initial de 1 mois) - Salaire: 60 KE euros/an - Poste à pourvoir début Février 2025 Vous pouvez également profiter de ces avantages : - Frais de transport en commun - Tickets restaurants Nous sommes heureux d'offrir des avantages sociaux et financiers exceptionnels, y compris Fast TT, pour aider nos intérimaires à atteindre leurs objectifs professionnels et personnels. Description du profil : Chargé d'Affaires Protection Sociale (F/H) recherché pour accompagner et dynamiser la force de vente sur la Protection sociale Entreprise. - Expertise en assurance, particulièrement en santé, prévoyance et retraite collectives - Expérience significative en animation de réseau et mobilisation d'équipes commerciales - Capacité à identifier des cibles et créer des opportunités commerciales - Diplôme en assurances ou équivalent requis (Bac +3 à Bac +5), avec un fort esprit commercial Processus de recrutement Intéressé(e) par cette offre d'emploi ? Postulez facilement ! Nos consultants spécialisés examineront votre candidature avec respect de l'égalité des chances et de bienveillance. Nous vous donnerons une réponse transparente, quelle que soit l'issue de votre candidature."
"Pharmacien spécialisé / Pharmacienne spécialisée en législation pharmaceutique (H/F)","31 - TOULOUSE","31000","K1402","78","78.20Z","MIS","Annuel de 33000,00 Euros à 42000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Sous la responsabilité de votre supérieur hiérarchique vous avez pour mission d'accompagner la commercialisation de leurs produits cosmétiques à l'international en participant activement aux démarches réglementaires. Vous apportez le support nécessaire à chaque étape du cycle de vie des produits, garantissant leur conformité sur les marchés mondiaux. Dans ce cadre, vous assurez le maintien de leurs enregistrements en procédant aux renouvellements et aux dépôts de variations, afin de sécuriser leurs marchés existants. De façon autonome, vous constituez les dossiers d'enregistrement à partir des dossiers maîtres, en respectant rigoureusement la réglementation des pays concernés et les procédures internes. De plus vous répondez aux questions techniques des partenaires et des autorités compétentes dans les différents pays. Vous prenez part aux rituels ROUND, moments clés pour piloter la mise sur le marché de nos produits à l'échelle mondiale. Grâce à votre participation à la veille réglementaire, vous anticipez les évolutions susceptibles d'impacter nos activités dans les pays de commercialisation. Enfin, vous collaborez étroitement avec le réseau QRVI* de nos filiales, la BUI**, ainsi que nos partenaires de distribution, pour garantir un alignement optimal et une efficacité collective. QRVI = Qualité, Réglementaire, Vigilance, Information Médicale***BUI = Business Unit International Description du profil : Vous êtes diplômé(e) d'un Bac+5 (école d'ingénieur, Master, ou diplôme de pharmacien) spécialisé dans le domaine de la chimie, et justifiez d'une première expérience en affaires réglementaires, de préférence dans le secteur cosmétique. Vous avez une bonne maîtrise de l'anglais"
"Pharmacien spécialisé / Pharmacienne spécialisée en législation pharmaceutique (H/F)","31 - TOULOUSE","31000","K1402","78","78.20Z","MIS","Annuel de 33000,00 Euros à 42000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Au sein de la Direction des Affaires Réglementaires Monde (Business Unit Medical Care), vous participerez à la mise en œuvre des stratégies réglementaires au niveau européen et au déploiement international (hors Europe) des dispositifs médicaux (DM). Dans ce cadre, vous rédigez et mettez à jour la documentation technique des dispositifs médicaux, garantissant leur conformité. Vous pilotez les procédures d'enregistrement à l'exportation hors Europe. De plus, vous contribuez à la rédaction du rapport d'évaluation clinique (REC), ainsi qu'aux plans SAC et SCAC et coordonnez les experts métiers internes et les sous-traitants pour assurer une documentation optimale. Vous rédigez des bulletins de veille périodiques DM et analysez leurs impacts en collaboration avec les parties prenantes. En outre, vous validez les étiquetages, assurez l'actualisation des bases de données réglementaires et contribuez au projet transverse de conformité EUDAMED. Vous apportez également un support réglementaire aux Business Units et participez à l'homologation des matières premières et des composants. Enfin, vous prenez part activement aux audits de suivi de l'organisme notifié, depuis leur préparation jusqu'à leur suivi, renforçant ainsi la qualité et la conformité des processus. Description du profil : Vous êtes diplômé(e) d'un Bac+5 (école d'ingénieur, Master, ou diplôme de pharmacien) spécialisé dans le domaine de la chimie, et justifiez de minimum 2 ans d'expérience en affaires réglementaires, de préférence les dispositifs médicaux. Vous avez une bonne maîtrise de l'anglais Vous avez de solides connaissances sur la réglementation des dispositifs médicaux (RDM2017/745, normes harmonisées, guides MDCG)"
"Assistant juridique - CHATEAUROUX (36) H/F","36 - CHATEAUROUX","36000","M1612","69","69.10Z","CDI","N/A","N/A","Expérience exigée de 2 An(s)","N/A","N/A","N/A","Au sein de son cabinet de Châteauroux (36), nous vous offrons la possibilité d'évoluer dans le domaine du droit des affaires auprès de TPE, PME, groupes de sociétés, professions libérales, artisans et commerçants. Dans le cadre de notre développement, nous recherchons un Assistant Juridique (h/f) dans le domaine du droit des affaires. Rattaché(e) à l'avocate, vos missions consisteront en la prise en charge des dossiers de secrétariat juridique :  - convocation et PV des AG et CA,  - suivi des formalités,  - préparation d'actes courants en droit des sociétés et droit commercial.  Vous assurez aussi des tâches classiques telles que l'accueil physique et téléphonique pour le bureau, le classement des dossiers, la rédaction de courriers simples, ainsi que la gestion budgétaire de l'entité par la facturation, l'encaissement des honoraires et la relance clients. Vous êtes titulaire au minimum d'un Bac +2 ou 3 dans le droit et avez déjà travaillé en droit des sociétés en cabinet d'expertise comptable ou chez un avocat. Vous êtes rigoureux (se), autonome, impliqué(e), réactif (ve) et souhaitez vous épanouir auprès d'une équipe soudée."
"Assistant juridique (cabinet d'avocat)  H/F","84 - AVIGNON","84000","M1202","69","69.20Z","CDI","Annuel de 24000,00 Euros à 28000,00 Euros","Temps plein","Expérience souhaitée de 2 An(s)","N/A","N/A","N/A","LEA Recrutement présente une nouvelle offre d'emploi.        Dans le cadre du renforcement de son équipe actuelle, notre partenaire recherche aujourd'hui un assistant juridique H/F.  Véritable partenaire de ses clients, le cabinet propose à ces derniers une large offre de service privilégiant conseil et relation de proximité. Vous souhaitez intégrer une entreprise dynamique, proactive pour vous y épanouir en développant vos compétences dans une ambiance conviviale.   Cabinet situé à Avignon sud, zone Agroparc. Vos missions ?      * Dépôt des comptes annuels du portefeuille  * Réalisation des actes juridiques courants relatifs à la création, à la vie et à la dissolution des sociétés  * Gestion administrative du portefeuille (le classement et suivi des dossiers dématérialisés, mise à jour du logiciel POLYACTE, formalités liées aux opérations juridiques réalisées.)     Salaire proposé : selon profil, de 24000€ à 28000€ Votre profil ?  Issu d'une formation type licence (bac +3), vous justifiez d'une première expérience sur un poste similaire dans un cabinet d'expertise comptable ou d'avocat.  Vous êtes dynamique, impliqué et avez envie de vous investir pour un cabinet bienveillant où il fait bon travailler ?     Ne tardez pas à nous soumettre votre candidature pour ce poste !  #learecrutement"
"Rédacteur Juridique H/F","61 - ALENCON","61000","C1109","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Rédaction des actes de la vie courante des sociétés (constitution, modification, transfert de siège, transformation, changement d'objet social, liquidation ect) et établissement des formalités juridiques afférentes pour tous nos client (domaine agricole, artisans, commerçant et services)Participation à la rédaction d'actes juridiques plus complexe (baux, actes de cession, ect...)"
"Responsable juridique - secteur agro/agri H/F","82 - MONTAUBAN","82000","K1903","N/A","N/A","CDI","Annuel de 48000,00 Euros à 48000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Rattaché au Directeur général, vos responsabilités clefs sont :  * La veille juridique en droit des sociétés, droit rural, droit des affaires et la participation à des groupes projets.  * D'être force de proposition dans le développement du cabinet et dans l'offre de services.  * L'animation de votre équipe et le suivi de sa montée en compétences.  * La réalisation et la supervision de l'ensemble des opérations nécessaires à la production et au pilotage de l'équipe, en collaboration avec le Chargé de mission juridique.  * Le contrôle de la qualité des prestations réalisées par l'équipe pour garantir la satisfaction client.  * L'analyse du reporting relatif aux activités du service auprès de la direction pour piloter la croissance du CA."
"Assistant / Assistante de cabinet juridique (H/F)","69","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Il s'agit d'une création de poste. Au sein d'un cabinet d'avocats à taille humaine spécialisé en Droit de la Sécurité Sociale et en Droit Social, vos missions seront les suivantes : Envoi de conclusions, Gestion des audiences/renvois, Constitution du dossier de plaidoirie, Tenue et suivi des dossiers, Gestion du Conseil de Prud'hommes et du Pôle Social, Contact client permanent ... La liste de tâches est non-exhaustive. Vous êtes idéalement de formation Bac+2 dans le domaine du Droit. Vous justifiez à minima de 2 à 3 ans d'expérience sur un poste similaire en cabinet d'avocats en droit social ou droit de la sécurité sociale. Vous êtes à l'aise avec l'informatique (Pack office, Internet...). Vous disposez d'une bonne orthographe. Formation prévue à votre arrivée au cabinet. Poste à pourvoir au plus tôt. CDI - temps complet (35h) Horaires de travail : 9h-12h /13h-17h du lundi au vendredi Rémunération brute annuelle (13ème mois conventionnel inclus) : 27-35k Rémunération attractive selon profil et expérience Divers avantages : 13ème mois, tickets restaurant d'une valeur faciale de 9,40 €, bonne mutuelle, abondement salarial à 100% très avantageux, séminaires, locaux modernes et agréables... Bonne ambiance au sein de l'équipe au cabinet Merci d'envoyer votre CV si cette offre vous intéresse. Informations recruteur : SBC Recrutement, spécialisé dans les métiers du Droit, recrute pour l'un de ses clients, cabinet d'avocats de renommée et bienveillant basé à Lyon 3ème (69), une Assistant(e) juridique en Droit Social et Droit de la Sécurité Sociale en CDI."
"Secrétaire juridique (H/F)","75","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Recherche un(e) assistant(e) juridique et administratif(ve) en CDI P2G est une étude d'administrateurs judiciaires fondée en 2021 par Céline Pelzer, Charles Gorins et Nicolas Gricourt. Désignée par décision de justice, notre domaine d'activité est l'accompagnement des entreprises traversant une période critique. Depuis Paris, Versailles, Le Mans et La Réunion, l'étude intervient tant en prévention des difficultés (mandat ad hoc, conciliation), procédure de sauvegarde, de redressement judiciaire, qu'en administration provisoire. Descriptiondu Poste Vous serez pleinement intégré(e) aux équipes dans le suivi des dossiers aux côtés et en appui des collaborateurs et sous la responsabilité de l'administrateur judiciaire en charge du dossier. Vous assurerez le secrétariat afférent aux mandats concernés, dont notamment :  Le traitement du courrier (réception et envoi par voie postale) La rédaction et l'envoi de courriers / courriels vers l'ensemble des partenaires externes et internes(dirigeants, salariés, créanciers, fournisseurs, établissements bancaires, assureurs, cabinets comptables,cabinetsd'avocats, etc.), Le traitementdescontratsencours, des clausesderéservedepropriété, Lagestion des relations avec les Tribunaux et Juges, la participation à la préparation des rapports et requêtes et des envois, La gestion des appels d'offres dans le cadre des cessions d'entreprise (data-room électroniques), la gestion des appels téléphoniques, prise de rendez-vous, Le classement et archivage des dossiers informatiques,  Profil Recherché De formation Bac+2 ou Bac +3dans le juridique et/ou expérience significative en assistanat juridique avec une bonne maîtriseduPackOffice. Connaissance du droit des entreprises en difficulté appréciée. Qualités requises : réactivité, rigueur, organisation, gestion des délais et des priorités, capacité às'intégrerdans uneéquipe. Caractéristique du poste Lieu de travail à Paris Date de prise de poste dès que possible Rémunération selon profil Temps de Travail 35 heures hebdomadaires Avantages 13ème mois (selon CCN), mutuelle, Tickets restaurants"
"Secrétaire juridique (H/F)","69 - LYON 09","69009","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Fidal est une référence du monde des affaires depuis 1922.  Nos 1300 avocats et juristes sont présents dans 87 villes en France. Ils exercent au plus près des entreprises, des institutions et des organisations, pour mieux appréhender leurs enjeux. Nous tirons de notre organisation singulière une façon unique d'exercer notre métier, en France comme à l'international. Au quotidien, nos professionnels bénéficient des ressources d'un grand cabinet : des outils digitaux et des offres de service innovantes ; des équipes dédiées à la veille réglementaire et législative ; un écosystème interprofessionnel composé de notaires, fiduciaires, conseils en financement, ingénieurs brevets, ou encore consultants RH, et des partenaires à l'international grâce à deux réseaux juridique et fiscal.  Fidal est notamment un membre fondateur de Unyer, une organisation mondiale de cabinets de services de premier plan qui coopèrent de manière exclusive. Pour son activité fiscale, Fidal a rejoint le réseau WTS Global.  Fidal recherche pour le bureau de Lyon, un Assistant Administratif H/F Support d'une équipe de 6 avocats en droit public, vous effectuerez des missions liées à l'activité des avocats et juristes : l'organisation des agendas et des déplacements l'administration des réunions, la réservation de salles le classement la rédaction et la préparation des comptes rendus et des dossiers (frappe, mise en forme, diffusion...) la préparation des supports de formation et d'information la saisie des frais professionnels la gestion des factures le suivi des contentieux en droit public  De formation bac+2, vous justifiez d'au moins un an d'expérience dans la fonction. Vous êtes expert dans l'utilisation de Power Point et avez un parfaite maîtrise du Pack Office. Vous excellez particulièrement dans les missions d'organisation et de coordination avec des contacts multiples. Au delà des compétences, vous vous démarquez par votre excellent relationnel et votre goût pour le travail en équipe. De plus, vous êtes animé par le sens du service et faites preuve d'adaptabilité auprès d'interlocuteurs variés. Proactif et créatif, vous savez prendre des initiatives et êtes force de proposition. Une excellente expression écrite et une grande rigueur sont nécessaires pour réussir dans cette fonction. Ce poste est également ouvert à toute personne reconnue travailleur handicapé."
"Directeur / Directrice juridique (H/F)","82 - MONTAUBAN","82000","K1903","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recrutons pour l'un de nos clients, cabinet d'expertise comptable spécialisé et d'envergure nationale, un Responsable juridique en CDI pour un poste basé à Montauban dans une agence principale bi-site et un service d'une douzaine de personnes.  A ce poste, vous rejoignez un cabinet rattaché à un groupe, impliqué par nature et par ses valeurs dans le tissu économique local et vous avez la responsabilité d'une équipe d'une douzaine de personnes.  Rattaché au Directeur général, vos responsabilités clefs sont : La veille juridique en droit des sociétés, droit rural, droit des affaires et la participation à des groupes projets. D'être force de proposition dans le développement du cabinet et dans l'offre de services. L'animation de votre équipe et le suivi de sa montée en compétences. La réalisation et la supervision de l'ensemble des opérations nécessaires à la production et au pilotage de l'équipe, en collaboration avec le Chargé de mission juridique. Le contrôle de la qualité des prestations réalisées par l'équipe pour garantir la satisfaction client. L'analyse du reporting relatif aux activités du service auprès de la direction pour piloter la croissance du CA.  Ce dont vous avez besoin pour réussir : De formation supérieure en Bac +5 minimum en droit des sociétés, droit des affaires, droit rural. Une expérience de management similaire réussie dans le secteur des services ou du conseil aux entreprises d'au moins 3 ans en autonomie. Une expérience d'au moins 4 ans dans la réalisation de prestations de conseil en droit des sociétés, droit rural et droit des affaires auprès de TPE et PME. Vous avez le sens du service client et disposez de capacités d'écoute et de travail en équipe. Votre leadership naturel, vos capacités de Développeur et de Gestionnaire, seront les atouts de votre réussite dans ce challenge.  Ce que vous obtiendrez en retour : Un parcours d'intégration et de formation au management personnalisé (avec les RH, le tuteur/référent et le Manageur). Un poste avec des déplacements sur le Tarn et Tarn-et-Garonne. Un management bienveillant. De l'autonomie dans la gestion de la relation client et dans l'organisation de votre activité. Un accès à des outils, process écrits, réunions techniques régulières, libre accès à l'actualité règlementaire ou au support informatique. CDI, 39h avec 22 jours de RTT avec souplesse dans la planification. Vous travaillez dans une entreprise pour laquelle la qualité de vie au travail est une priorité (organisation de journées du personnel, mise à disposition de lieux de pause, comité d'entreprise, ....). Rémunération fixe 39000 € - 48000 € (selon convention, profil et expérience) versée en 13 mensualités + variable individuel, Mutuelle prise en charge à 50% + 12 € par mois, tickets restaurant, intéressement.  Ce que vous devez faire maintenant : Envoyer votre CV actualisé au plus vite pour intégrer le process de recrutement. Process : 1 entretien avec le recruteur puis, puis 1h d'entretien RH, et enfin 1 entretien avec la direction générale."
"Assistant / Assistante de cabinet juridique (H/F)","France","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","FIDUCIAL SOFIRAL Avocats est une société d'avocats inter-barreaux créée en 1970 comptant 250 experts du droit. Notre cabinet est le partenaire de proximité du Chef d'entreprise et l'accompagne dans les différentes étapes de son développement, dans la structuration de son activité, pour défendre ses intérêts et le conseiller, en restant à l'écoute quotidienne de ses préoccupations.  Au sein de son cabinet de Châteauroux (36), nous vous offrons la possibilité d'évoluer dans le domaine du droit des affaires auprès de TPE, PME, groupes de sociétés, professions libérales, artisans et commerçants. Dans le cadre de notre développement, nous recherchons un Assistant Juridique (h/f) dans le domaine du droit des affaires. Rattaché(e) à l'avocate, vos missions consisteront en la prise en charge des dossiers de secrétariat juridique : convocation et PV des AG et CA, suivi des formalités, préparation d'actes courants en droit des sociétés et droit commercial. Vous assurez aussi des tâches classiques telles que l'accueil physique et téléphonique pour le bureau, le classement des dossiers, la rédaction de courriers simples, ainsi que la gestion budgétaire de l'entité par la facturation, l'encaissement des honoraires et la relance clients.  Vous êtes titulaire au minimum d'un Bac +2 ou 3 dans le droit et avez déjà travaillé en droit des sociétés en cabinet d'expertise comptable ou chez un avocat. Vous êtes rigoureux (se), autonome, impliqué(e), réactif (ve) et souhaitez vous épanouir auprès d'une équipe soudée."
