"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","45 - ST JEAN DE BRAYE","45800","M1716","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","85 - LES HERBIERS","85500","M1716","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","42 - ST ETIENNE","42000","M1711","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","84 - CAVAILLON","84300","M1711","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","31 - TOULOUSE","31000","M1711","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","59 - VALENCIENNES","59300","M1711","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","71 - CHALON SUR SAONE","71100","M1716","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"DIRECTEUR COMMUNICATION & MARKETING DIGITAL - INDEPENDANT H/F","82 - CAUSSADE","82300","M1711","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","MISSIONS Rejoignez le 1er réseau de Direction Communication & Marketing Digital externalisée pour les TPE/PME/ETI en intégrant Bras Droit des Dirigeants !  Nous recherchons des cadres en communication & maketing digital, qui souhaitent se lancer dans l'entrepreneuriat. Vous souhaitez créer votre entreprise mais vous ne voulez pas le faire seul ? Notre réseau de franchise vous accompagne dans cette nouvelle aventure ! Grâce à notre expertise et notre concept clé en main, démarrez rapidement votre activité et participez à la vie de notre réseau ! Notre concept : Bras Droit des Dirigeants est un réseau de franchises de cadres externalisés à temps partagé en forte croissance. Nous intervenons à raison d'un ou plusieurs jours par semaine chez nos clients, pour des missions très opérationnelles : Structurer et piloter la stratégie de communication et de marketing digital de l'entreprise, acquérir des clients grâce au digital, faire ou refaire son site web, piloter ses réseaux sociaux ... Nous vous apportons : - Une marque forte associée à une communication nationale (plan média, TV, radio). - Une formation de 13 jours sur nos méthodes de vente et nos process de pilotage de missions - Une offre structurée et adaptée à tous les types d'organisations : Start-up, TPE, PME, ETI, Associations - Des outils métier opérationnels pour tous les types de missions. - Une animation individuelle et un appui méthode à chaque franchisé tout au long du contrat. - Un collectif pour ne jamais être seul. Pourquoi nous rejoindre ? - Pour vous donner les moyens de développer plus rapidement votre CA - Pour maintenir votre CA au niveau que vous souhaitez sur le long terme - Pour intégrer un réseau à forte dimension humaine dans un environnement en constante évolution - Pour travailler avec plusieurs entreprises en même temps dans des secteurs d'activités très variés - Pour bénéficier d'un réseau et d'une marque forte qui se développent rapidement. - Pour profiter d'apports de missions croisés d'un franchisé à l'autre, d'une région à l'autre, d'une expertise à l'autre. PROFIL RECHERCHE Cadre Communication & Marketing Digital expérimenté - Expérience de Direction opérationnelle de minimum 8 ans Aptitudes opérationnelles fortes Capacité à comprendre les problématiques de dirigeants Compétence managériale Statut franchisé (droits d'entrée + redevance) Aptitude commerciale Vous avez l'envie d'entreprendre, rejoignez-nous !"
"Responsable Marketing Digital Alternance/Apprentissage (H/F)","33 - BORDEAUX","33000","M1716","N/A","N/A","CDD","N/A","N/A","Expérience souhaitée de 1 An(s)","N/A","N/A","N/A","Une entreprise innovante recherche un(e) alternant(e) pour un poste deResponsable Marketing Digital. Ce poste vous permettra de travailler sur des projets stratégiques, d'élaborer des campagnes de marketing digital et d'assumer des responsabilités importantes au sein d'une équipe dynamique. Une opportunité unique pour développer des compétences professionnelles de haut niveau tout en participant à la croissance de l'entreprise !  Le poste est à pourvoir au sein de notre entreprise partenaire. Aucun frais a prévoir pour le candidat qui sera libre de choisir son école. Le poste :    Stratégies marketing : Définir et mettre en oeuvre des stratégies digitales alignées avec les objectifs de l'entreprise.  Campagnes publicitaires : Créer, suivre et analyser des campagnes sur divers canaux (Google Ads, Facebook, LinkedIn, etc.).  SEO/SEM : Optimiser les actions pour améliorer la visibilité et la performance des sites web.  Analyse des données : Mesurer les performances (trafic, conversions, ROI) et proposer des optimisations.  Gestion de projets' : Coordonner la production de contenu marketing.  Veille concurrentielle et technologique : Surveiller les tendances du marché et les innovations digitales.  Profil recherché :    - Passionné(e) par le marketing digital et les nouvelles technologies .  - Maîtrise des outils d'analyse de données (Google Analytics, Ads, etc.) .  - Compétences en gestion de projets, analyse et créativité .  - Niveau Bac+4 ou supérieur  en Marketing, Communication ou Digital.  - Une première expérience en marketing digital serait un atout ."
"Responsable Marketing Digital Alternance/Apprentissage (H/F)","44 - NANTES","44000","M1716","N/A","N/A","CDD","N/A","N/A","Expérience souhaitée de 1 An(s)","N/A","N/A","N/A","Une entreprise innovante recherche un(e) alternant(e) pour un poste deResponsable Marketing Digital. Ce poste vous permettra de travailler sur des projets stratégiques, d'élaborer des campagnes de marketing digital et d'assumer des responsabilités importantes au sein d'une équipe dynamique. Une opportunité unique pour développer des compétences professionnelles de haut niveau tout en participant à la croissance de l'entreprise !  Le poste est à pourvoir au sein de notre entreprise partenaire. Aucun frais a prévoir pour le candidat qui sera libre de choisir son école. Le poste :    Stratégies marketing : Définir et mettre en oeuvre des stratégies digitales alignées avec les objectifs de l'entreprise.  Campagnes publicitaires : Créer, suivre et analyser des campagnes sur divers canaux (Google Ads, Facebook, LinkedIn, etc.).  SEO/SEM : Optimiser les actions pour améliorer la visibilité et la performance des sites web.  Analyse des données : Mesurer les performances (trafic, conversions, ROI) et proposer des optimisations.  Gestion de projets' : Coordonner la production de contenu marketing.  Veille concurrentielle et technologique : Surveiller les tendances du marché et les innovations digitales.  Profil recherché :    - Passionné(e) par le marketing digital et les nouvelles technologies.  - Maîtrise des outils d'analyse de données (Google Analytics, Ads, etc.).  - Compétences en gestion de projets, analyse et créativité.  - Niveau Bac+4 ou supérieur en Marketing, Communication ou Digital.  - Une première expérience en marketing digital serait un atout."
"Cours particuliers en Marketing niveau Term Pro à ISSY LES MOULINEAUX (H/F)","92 - ISSY LES MOULINEAUX","92130","K2107","N/A","N/A","CDD","Horaire de 22,41 Euros à 22,41 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description de l'offre :  Donnez des cours particuliers à domicile à ISSY LES MOULINEAUX. Description du cours : Marketing en Term Pro à raison d'2h00, Tous les 15 j.  Rémunération : de 22,41 € à 30,81 € brut/h. Horaires des cours particuliers :  Une semaine sur 2 car alternance >sem apd 17h30. .  Description de l'entreprise :  Donnez des cours particuliers à domicile aux collégiens et lycéens avec Complétude, leader des cours particuliers sur PARIS et sa région. Notre agence : 38 rue Blomet 75015 PARIS."
"Assistant(e) Marketing Produit & Communication Habillement (H/F)","59 - LILLE","59000","M1705","N/A","N/A","CDI","Annuel de 26000,00 Euros à 29000,00 Euros","Temps plein","Débutant accepté","N/A","8","Agent de maîtrise","RESPONSABILITÉS :   Vos missions en tant qu'Assistant marketing produit et communication Sous sa responsabilité directe, vous assistez le Chef de Groupe Produit dans la coordination et la mise en œuvre de projets marketing et communication au sein de la Collection développée par l'équipe de stylistes en interne. Vous êtes en relation quotidienne avec les équipes de style, le commerce, les achats et le web et vous intervenez transversalement sur des sujets de communication, marketing, supports de ventes. Voici vos missions principales, le poste est très polyvalent et sera amené à évoluer en fonction de votre prise d'autonomie et d'initiatives :  - Suivi hebdomadaire des ventes et analyses de performance afin d'améliorer la pertinence de la collection  - Benchmarks et relevés de prix en magasin  - Participation à lélaboration des catalogues B to B  - Organisation et participation aux réunions commerciales  - Gestion des rétroplannings des collections, alertes et actions  - Réception, organisation et suivi des échantillons produits avec léquipe de style  - Travail avec l'équipe sur l'optimisation des packagings de présentation des produits en magasin ( amélioration de l'existant, RSE, optimisation du coût,..)  - Participation au développement des marques et de la stratégie  PROFIL RECHERCHÉ :   Votre profil :  - Vous avez une expérience confirmée (minimum 2 ans) en marketing ou en assistant (e) chef de produit en habillement ou en textile  - Vous maitrisez l'Anglais écrit ( échanges avec le bureau d'achat ) Vous êtes reconnu (e) pour être une personne :  - Dynamique, rigoureuse, avec un esprit d'analyse et de synthèse et le goût pour les chiffres  - Impliquée  - Bonne communicante  - Autonome et proactive  - Dotée d'un très bon relationnel  - Organisée, vous faites preuve de rigueur dans ce que vous réalisez  - Sachant gérer plusieurs projets en même temps, cela ne vous fait pas peur bien au contraire  - Avec une bonne gestion du stress  - Avec une forte sensibilité produit et RSE Ce que nous offrons :  - CDI à 35h, statut agent de maîtrise.  - Mutuelle prise en charge à 60 % + prime de partage de la valeur + PEE.  - Télétravail 1 jour/semaine.  - A votre arrivée une véritable intégration avec un parcours, des rencontres, une formation"
"Directeur web marketing (H/F)","33 - BORDEAUX","33000","M1707","N/A","N/A","CDI","Annuel de 60000,00 Euros à 80000,00 Euros","Temps plein","Débutant accepté","N/A","9","Cadre","RESPONSABILITÉS :   Notre client est un groupe spécialisé dans le secteur IT et l'e-commerce, reconnu pour ses produits et services technologiques de haute qualité dans la vente de composants, la vente de logiciels et accessoires informatiques et multimédias pour les professionnels et les particuliers. Notre client recherche un(e) : Directeur web marketing (H/F) CDI - BORDEAUX (33) 65/75K€ Notre client recherche un(e) nouveau Directeur web marketing. Vous jouerez un rôle central dans la stratégie de l'entreprise et son développement. À la tête d'une équipe d'une vingtaine de personne, vous piloterez l'ensemble des actions marketing, avec pour mission de transformer la présence en ligne et en magasin de la marque, tout en garantissant une expérience client de qualité. Dans ce cadre, vos principales missions :  -  Concevoir et piloter la stratégie marketing globale pour les marchés BtoC et BtoB.  -  Coordonner les équipes marketing et web, pour assurer la cohérence entre les divers activités du groupes  -  Développer des campagnes percutantes, en optimisant l'acquisition client et la fidélisation.  -  Accroître la visibilité en renforçant la présence de la marque sur tous les canaux digitaux.  -  Analyser et optimiser les performances en continu pour maximiser le ROI. À noter que des déplacements à Paris peuvent être nécessaires.  PROFIL RECHERCHÉ :   Vous justifiez idéalement d'une expérience d'au moins 7 ans dans un poste similaire, spécifiquement dans le secteur du e-commerce, du marketing digital.  -  Une expertise dans les outils d'analyse de performance (SEO, SEA, Google Analytics).  - Un l eadership naturel pour diriger, motiver et faire grandir une équipe pluridisciplinaire.  -  Un esprit stratégique et analytique, avec la capacité de prendre des décisions rapides et efficaces.  - Une maîtrise de l'anglais à l'écrit et à l'oral. Si vous êtes prêt à mettre votre vision marketing au service d'un groupe en pleine expansion, à optimiser la performance digitale et à jouer un rôle clé dans la transformation, postulez dès maintenant ! Avantages :  -  Entreprise à taille humaine  -  Environnement technologique et innovant  -  Accès transports et vélo  -  Process de recrutement rapide Pour en savoir plus sur notre processus de recrutement, rendez-vous sur www.nextgenrh.fr."
"Alternance Chargé(e) de Marketing Digital Junior H/F","92 - MALAKOFF","92240","M1705","N/A","N/A","CDI","N/A","Temps plein","Débutant accepté","N/A","6","Employé qualifié","RESPONSABILITÉS :   En lien direct avec les collaborateurs de nos agences, les fonctions supports au siège et les prestataires externes, vous réaliserez plusieurs missions, avec l'appui de votre Responsable Marketing Opérationnel :   Vos missions principales :  -  Conception des supports marketing ·                       Print : création de plaquettes commerciales, fiches produits, documents internes. ·                       Vidéo : animations commerciales pour les supports TV agences, montage vidéo sur les évènements internes. ·                       Création graphique : bannières signatures, communications locales.    -  Marketing digital ·                  Social média : préparation des contenus (visuels et textes), suivi de l'engagement, veille concurrentielle. ·                  Site web : mise à jour des pages (Wordpress), création des visuels, optimisations SEO, suivi du trafic. ·                  Intranet : mise à jour des actualités métiers et groupe à destination des collaborateurs. ·                  E-réputation : veille sur les fiches et les avis Google de nos 40 agences. ·                  Emailing : préparation des campagnes.  PROFIL RECHERCHÉ :   ·                  Vous êtes créatif, rigoureux, avec de bonnes capacités rédactionnelles. ·                  Vos capacités d'organisation vous permettent d'anticiper les besoins pour réaliser les actions planifiées de votre service. ·                  Vous avez une appétence pour les outils graphiques, vous aimez proposer de nouvelles idées, rédiger des communications impactantes en prenant en compte les éléments de langage de l'entreprise et les attentes de votre audience. ·                  Vous avez une bonne maîtrise des outils Wordpress et Canva (idéalement la suite Adobe). ·                  Vous avez à cœur de proposer des solutions si vous rencontrez des difficultés. Nos atouts : Des perspectives d'évolution nombreuses dans une entreprise où le tempérament et l'envie d'apprendre sont le plus important : Des valeurs engagées : équipe, service, diversité, transmission. Le SIG TALENT CLUB : Un programme entièrement dédié à la team d'alternants (Journée d'intégration - Formations - Défis à relever autour de projets de groupe). Avantages : 13e mois, intéressement et participation, tickets restaurant, CSE..."
